"","season","team","round","pick","playerid","full_name","name","side","category","position","aval","gms","Games","AverageValue","AVPer16"
"121",2009,"GB",1,26,"MattCl99","Clay Matthews","C.Matthews","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",156,102,10.4615384615385
"122",2013,"NO",3,75,"ArmsTe00","Terron Armstead","T.Armstead","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",75,49,10.4533333333333
"123",2012,"IND",3,92,"HiltT.00","T.Y. Hilton","T.Hilton","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",118,77,10.4406779661017
"124",2017,"CHI",4,112,"JackEd01","Eddie Jackson","E.Jackson","D","DB","S","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",46,30,10.4347826086957
"125",2013,"SD",3,76,"AlleKe00","Keenan Allen","K.Allen","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",86,56,10.4186046511628
"126",2009,"PHI",2,53,"McCoLe01","LeSean McCoy","L.McCoy","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",160,104,10.4
"127",2010,"WAS",1,4,"WillTr21","Trent Williams","T.Williams","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",120,78,10.4
"128",2014,"OAK",2,36,"CarrDe02","Derek Carr","D.Carr","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",94,61,10.3829787234043
"129",2003,"HOU",1,3,"JohnAn02","Andre Johnson","A.Johnson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",193,125,10.3626943005181
"130",2005,"NO",1,13,"BrowJa55","Jammal Brown","J.Brown","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",85,55,10.3529411764706
"131",2012,"NE",1,21,"JoneCh03","Chandler Jones","C.Jones","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",119,77,10.3529411764706
"132",2006,"CIN",2,55,"WhitAn20","Andrew Whitworth","A.Whitworth","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",215,139,10.3441860465116
"133",2006,"SD",2,50,"McNeMa20","Marcus McNeill","M.McNeill","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",82,53,10.3414634146341
"134",2013,"NE",2,52,"CollJa00","Jamie Collins","J.Collins","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",96,62,10.3333333333333
"135",2010,"ARI",2,47,"WashDa99","Daryl Washington","D.Washington","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",59,38,10.3050847457627
"136",2000,"SEA",1,19,"AlexSh00","Shaun Alexander","S.Alexander","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",123,79,10.2764227642276
"137",2009,"MIN",1,22,"HarvPe00","Percy Harvin","P.Harvin","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",75,48,10.24
"138",2018,"DAL",1,19,"VandLe00","Leighton Vander Esch","L.Esch","D","LB","OLB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",25,16,10.24
"139",2011,"NO",1,24,"JordCa00","Cameron Jordan","C.Jordan","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",144,92,10.2222222222222
"140",2008,"TEN",1,24,"JohnCh04","Chris Johnson","C.Johnson","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",130,83,10.2153846153846
"141",2004,"NYG",2,34,"SneeCh20","Chris Snee","C.Snee","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",141,90,10.2127659574468
"142",2017,"BUF",1,27,"WhitTr01","TreDavious White","T.White","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",47,30,10.2127659574468
"143",2009,"SD",3,78,"VasqLo20","Louis Vasquez","L.Vasquez","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",102,65,10.1960784313725
"144",2014,"NO",1,20,"CookBr00","Brandin Cooks","B.Cooks","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",88,56,10.1818181818182
"145",2014,"MIN",1,32,"BridTe00","Teddy Bridgewater","T.Bridgewater","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",44,28,10.1818181818182
"146",2013,"DAL",1,31,"FredTr00","Travis Frederick","T.Frederick","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",96,61,10.1666666666667
"147",2003,"BAL",1,10,"SuggTe99","Terrell Suggs","T.Suggs","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",244,155,10.1639344262295
"148",2004,"PHI",1,16,"AndrSh55","Shawn Andrews","S.Andrews","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",63,40,10.1587301587302
"149",2007,"CLE",1,3,"ThomJo28","Joe Thomas","J.Thomas","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",167,106,10.1556886227545
"150",2001,"CAR",3,74,"SmitSt01","Steve Smith","S.Smith","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",219,139,10.1552511415525
"151",2000,"BAL",1,5,"LewiJa00","Jamal Lewis","J.Lewis","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",131,83,10.1374045801527
"152",2013,"GB",2,61,"LacyEd00","Eddie Lacy","E.Lacy","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",60,38,10.1333333333333
"153",2007,"BAL",3,86,"YandMa20","Marshal Yanda","M.Yanda","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",177,112,10.1242937853107
"154",2014,"JAX",5,144,"SmitTe01","Telvin Smith","T.Smith","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,48,10.1052631578947
"155",2016,"TEN",1,8,"ConkJa00","Jack Conklin","J.Conklin","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",57,36,10.1052631578947
"156",2016,"NE",3,91,"BrisJa00","Jacoby Brissett","J.Brissett","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",38,24,10.1052631578947
"157",2005,"SEA",2,45,"TatuLo99","Lofa Tatupu","L.Tatupu","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",84,53,10.0952380952381
"158",2017,"NYJ",1,6,"AdamJa00","Jamal Adams","J.Adams","D","DB","S","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",46,29,10.0869565217391
"159",2001,"NO",1,23,"McAlDe00","Deuce McAllister","D.McAllister","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",97,61,10.0618556701031
"160",2015,"MIN",5,146,"DiggSt00","Stefon Diggs","S.Diggs","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",70,44,10.0571428571429
"161",2010,"DAL",1,24,"BryaDe01","Dez Bryant","D.Bryant","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",113,71,10.0530973451327
"162",2011,"KC",3,70,"HousJu00","Justin Houston","J.Houston","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",118,74,10.0338983050847
"163",2011,"PHI",6,191,"KelcJa00","Jason Kelce","J.Kelce","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",126,79,10.031746031746
"164",2015,"SD",1,15,"GordMe00","Melvin Gordon","M.Gordon","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",67,42,10.0298507462687
"165",2001,"CIN",2,36,"JohnCh01","Chad Johnson","C.Johnson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",166,104,10.0240963855422
"166",2005,"ATL",1,27,"WhitRo00","Roddy White","R.White","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",171,107,10.0116959064327
"167",2012,"PIT",1,24,"DeCaDa00","David DeCastro","D.DeCastro","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",112,70,10
"168",2019,"HOU",1,23,"HowaTy00","Tytus Howard","T.Howard","O","OL","OT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",8,5,10
"169",2019,"TEN",2,51,"BrowAJ00","A.J. Brown","A.Brown","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",16,10,10
"170",2014,"MIN",1,9,"BarrAn00","Anthony Barr","A.Barr","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",85,53,9.97647058823529
"171",2009,"SEA",2,49,"UngeMa20","Max Unger","M.Unger","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",130,81,9.96923076923077
"172",2015,"MIN",2,45,"KendEr00","Eric Kendricks","E.Kendricks","D","LB","ILB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",74,46,9.94594594594595
"173",2017,"CLE",1,1,"GarrMy00","Myles Garrett","M.Garrett","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",37,23,9.94594594594595
"174",2014,"ATL",1,6,"MattJa00","Jake Matthews","J.Matthews","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",95,59,9.93684210526316
"175",2004,"NE",1,21,"WilfVi20","Vince Wilfork","V.Wilfork","D","DL","NT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",189,117,9.90476190476191
"176",2016,"SF",1,7,"BuckDe00","DeForest Buckner","D.Buckner","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",63,39,9.90476190476191
"177",2018,"LAC",1,17,"JameDe00","Derwin James","D.James","D","DB","SS","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",21,13,9.90476190476191
"178",2011,"TEN",3,77,"CaseJu00","Jurrell Casey","J.Casey","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",139,86,9.89928057553957
"179",2013,"HOU",1,27,"HopkDe00","DeAndre Hopkins","D.Hopkins","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",110,68,9.89090909090909
"180",2008,"HOU",1,26,"BrowDu20","Duane Brown","D.Brown","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",170,105,9.88235294117647
"181",2006,"NO",7,252,"ColsMa00","Marques Colston","M.Colston","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",146,90,9.86301369863014
"182",2003,"MIN",1,9,"WillKe98","Kevin Williams","K.Williams","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",203,125,9.85221674876847
"183",2005,"STL",7,250,"FitzRy00","Ryan Fitzpatrick","R.Fitzpatrick","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",156,96,9.84615384615385
"184",2014,"JAX",1,3,"BortBl00","Blake Bortles","B.Bortles","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",78,48,9.84615384615385
"185",2017,"LAR",3,69,"KuppCo00","Cooper Kupp","C.Kupp","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",39,24,9.84615384615385
"186",2019,"TB",1,5,"WhitDe02","Devin White","D.White","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",13,8,9.84615384615385
"187",2019,"OAK",1,24,"JacoJo01","Josh Jacobs","J.Jacobs","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",13,8,9.84615384615385
"188",2011,"BAL",6,180,"TaylTy00","Tyrod Taylor","T.Taylor","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",70,43,9.82857142857143
"189",2014,"HOU",1,1,"ClowJa00","Jadeveon Clowney","J.Clowney","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",75,46,9.81333333333333
"190",2014,"TB",1,7,"EvanMi00","Mike Evans","M.Evans","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",90,55,9.77777777777778
"191",2014,"ATL",4,103,"FreeDe00","Devonta Freeman","D.Freeman","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",77,47,9.76623376623377
"192",2004,"SD",3,66,"HardNi55","Nick Hardwick","N.Hardwick","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",136,83,9.76470588235294
"193",2007,"NYJ",2,47,"HarrDa99","David Harris","D.Harris","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",164,100,9.75609756097561
"194",2000,"NYJ",1,13,"AbraJo00","John Abraham","J.Abraham","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",192,117,9.75
"195",2014,"PIT",1,15,"ShazRy00","Ryan Shazier","R.Shazier","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",46,28,9.73913043478261
"196",2018,"BUF",1,7,"AlleJo02","Josh Allen","J.Allen","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",28,17,9.71428571428571
"197",2010,"KC",1,5,"BerrEr99","Eric Berry","E.Berry","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",89,54,9.70786516853933
"198",2010,"NE",4,113,"HernAa00","Aaron Hernandez","A.Hernandez","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",38,23,9.68421052631579
"199",2011,"MIN",1,12,"PondCh00","Christian Ponder","C.Ponder","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",38,23,9.68421052631579
"200",2008,"KC",3,73,"CharJa00","Jamaal Charles","J.Charles","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",119,72,9.68067226890756
"201",2007,"BUF",1,12,"LyncMa00","Marshawn Lynch","M.Lynch","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",149,90,9.66442953020134
"202",2012,"TB",2,58,"DaviLa00","Lavonte David","L.David","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",121,73,9.65289256198347
"203",2012,"BUF",1,10,"GilmSt00","Stephon Gilmore","S.Gilmore","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",113,68,9.6283185840708
"204",2000,"WAS",1,2,"ArriLa00","LaVar Arrington","L.Arrington","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",85,51,9.6
"205",2003,"JAX",1,7,"LeftBy00","Byron Leftwich","B.Leftwich","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",60,36,9.6
"206",2004,"WAS",1,5,"TaylSe20","Sean Taylor","S.Taylor","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",55,33,9.6
"207",2006,"TEN",1,3,"YounVi00","Vince Young","V.Young","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",60,36,9.6
"208",2011,"NE",1,17,"SoldNa00","Nate Solder","N.Solder","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",130,78,9.6
"209",2019,"SF",2,36,"SamuDe00","Deebo Samuel","D.Samuel","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",15,9,9.6
"210",2019,"DEN",2,42,"LockDr00","Drew Lock","D.Lock","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",5,3,9.6
"211",2013,"PHI",1,4,"JohnLa01","Lane Johnson","L.Johnson","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",92,55,9.56521739130435
"212",2001,"CIN",1,4,"SmitJu20","Justin Smith","J.Smith","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",221,132,9.55656108597285
"213",2008,"MIA",1,1,"LongJa20","Jake Long","J.Long","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",104,62,9.53846153846154
"214",2014,"NE",2,62,"GaroJi00","Jimmy Garoppolo","J.Garoppolo","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",42,25,9.52380952380952
"215",2017,"PIT",2,62,"SmitJu00","JuJu Smith-Schuster","J.Smith-Schuster","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",42,25,9.52380952380952
"216",2016,"NE",3,78,"ThunJo00","Joe Thuney","J.Thuney","O","OL","G","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",64,38,9.5
"217",2005,"SD",2,61,"JackVi00","Vincent Jackson","V.Jackson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",155,92,9.49677419354839
"218",2007,"CAR",2,59,"KaliRy20","Ryan Kalil","R.Kalil","O","OL","C","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",155,92,9.49677419354839
"219",2013,"STL",1,30,"OgleAl00","Alec Ogletree","A.Ogletree","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",93,55,9.46236559139785
"220",2010,"DET",1,30,"BestJa00","Jahvid Best","J.Best","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",22,13,9.45454545454546
"221",2013,"NYJ",1,13,"RichSh00","Sheldon Richardson","S.Richardson","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",105,62,9.44761904761905
"222",2010,"STL",1,1,"BradSa00","Sam Bradford","S.Bradford","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",83,49,9.44578313253012
"223",2010,"TB",1,3,"McCoGe99","Gerald McCoy","G.McCoy","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",139,82,9.43884892086331
"224",2005,"WAS",1,25,"CampJa00","Jason Campbell","J.Campbell","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",90,53,9.42222222222222
"225",2005,"NE",3,100,"KaczNi20","Nick Kaczur","N.Kaczur","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",68,40,9.41176470588235
"226",2006,"DEN",4,119,"MarsBr00","Brandon Marshall","B.Marshall","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",179,105,9.3854748603352
"227",2003,"ARI",2,54,"BoldAn00","Anquan Boldin","A.Boldin","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",202,118,9.34653465346535
"228",2008,"PHI",2,49,"JackDe00","DeSean Jackson","D.Jackson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",156,91,9.33333333333333
"229",2017,"JAX",1,4,"FourLe00","Leonard Fournette","L.Fournette","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",36,21,9.33333333333333
"230",2010,"GB",1,23,"BulaBr20","Bryan Bulaga","B.Bulaga","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",115,67,9.32173913043478
"231",2006,"HOU",1,1,"WillMa22","Mario Williams","M.Williams","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",158,92,9.31645569620253
"232",2007,"PIT",2,46,"WoodLa99","LaMarr Woodley","L.Woodley","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",110,64,9.30909090909091
"233",2015,"ARI",3,86,"JohnDa08","David Johnson","D.Johnson","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",62,36,9.29032258064516
"234",2011,"NO",1,28,"IngrMa01","Mark Ingram","M.Ingram","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",121,70,9.25619834710744
"235",2009,"HOU",1,15,"CushBr99","Brian Cushing","B.Cushing","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",104,60,9.23076923076923
"236",2015,"MIN",3,88,"HuntDa01","Danielle Hunter","D.Hunter","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",78,45,9.23076923076923
"237",2004,"STL",1,24,"JackSt00","Steven Jackson","S.Jackson","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",160,92,9.2
"238",2007,"SF",1,28,"StalJo20","Joe Staley","J.Staley","O","OL","T","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",181,104,9.19337016574586
"239",2008,"NE",1,10,"MayoJe99","Jerod Mayo","J.Mayo","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",103,59,9.16504854368932
